,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL,rating_program_name
2055,10528687,LEED,Federal Government,Military Base,"22,700 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"16840 7th St, Oceanside, CA, USA",http://www.gbig.org/buildings/1311552,LEED NC 2.2
2056,10528987,LEED,Investor,Multi-Family Residential,"250,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"400 16th St, San Diego, CA, USA",http://www.gbig.org/buildings/35985,LEED NC 2.2
2057,10529000,LEED,Investor,Multi-Family Residential,"250,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1490 Island Ave, San Diego, CA, USA",http://www.gbig.org/buildings/4723,LEED NC 2.2
2058,10529119,LEED,Local Government,Public Order and Safety,"6,150 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"4100 Clinton Ave, Richmond, CA, USA",http://www.gbig.org/buildings/36368,LEED NC 2.2
2059,10529193,LEED,Corporate,Lodging,"300,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Anaheim Public Utilities Dept.,"444 W Katella Ave, Anaheim, CA, USA",http://www.gbig.org/buildings/14998,LEED NC 2.2
2060,10526580,LEED,Investor,Industrial Manufacturing,"600,440 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"22010 S Wilmington Ave, Carson, CA, USA",http://www.gbig.org/buildings/30795,LEED NC 2.2
2061,10526613,LEED,Investor,Industrial Manufacturing,"173,090 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"22010 S Wilmington Ave, Carson, CA, USA",http://www.gbig.org/buildings/30795,LEED NC 2.2
2062,10526715,LEED,State Government,Public Assembly,"2,460 sq ft",September 13 2012,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1004 Lakeview Ave, South Lake Tahoe, CA, USA",http://www.gbig.org/buildings/1311540,LEED NC 2.2
2063,10526719,LEED,Investor,Multi-Family Residential,"17,750 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pasadena Water & Power Dept.,"170 N Catalina Ave, Pasadena, CA, USA",http://www.gbig.org/buildings/5937,LEED NC 2.2
2064,10526732,LEED,Federal Government,Military Base,"3,294 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2065,10526749,LEED,Federal Government,Military Base,"3,829 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2066,10526763,LEED,Federal Government,Military Base,"18,868 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2067,10526772,LEED,Federal Government,Military Base,"22,001 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2068,10526850,LEED,Federal Government,Public Order and Safety,"33,400 sq ft",September 06 2017,"Bakersfield-Delano, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"510 19th St, Bakersfield, CA, USA",http://www.gbig.org/buildings/16349,LEED NC 2.2
2069,10527003,LEED,State Government,Public Order and Safety,"487,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"201 Magnolia Ave, Long Beach, CA, USA",http://www.gbig.org/buildings/29825,LEED NC 2.2
2070,10527310,LEED,Federal Government,Military Base,"97,529 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1529, 1541 Brown Rd, Twentynine Palms, CA, United States",http://www.gbig.org/buildings/1310851,LEED NC 2.2
2071,10527319,LEED,Federal Government,Military Base,"11,298 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1529, 1541 Brown Rd, Twentynine Palms, CA, United States",http://www.gbig.org/buildings/1310851,LEED NC 2.2
2072,10527327,LEED,Federal Government,Military Base,"130,751 sq ft",April 08 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2073,10527343,LEED,Federal Government,Military Base,"37,966 sq ft",April 22 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2074,10527361,LEED,Federal Government,Military Base,"76,482 sq ft",March 30 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"8671 Sidewinder Rd, San Diego, CA, USA",http://www.gbig.org/buildings/1394047,LEED NC 2.2
2075,10527374,LEED,Federal Government,Military Base,"151,501 sq ft",April 21 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",NA,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"MCAS Miramar, MCAS Miramar, CA, USA",http://www.gbig.org/buildings/607223,LEED NC 2.2
2076,10527383,LEED,Federal Government,Military Base,"6,351 sq ft",October 30 2013,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1529, 1541 Brown Rd, Twentynine Palms, CA, United States",http://www.gbig.org/buildings/1310851,LEED NC 2.2
2077,10527428,LEED,Federal Government,Health Care,"517,962 sq ft",May 30 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2078,10527478,LEED,Non-profit,Laboratory,"22,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1500 E Duarte Rd, Duarte, CA, USA",http://www.gbig.org/buildings/4857,LEED NC 2.2
2079,10528149,LEED,Higher Education,Higher Ed,"19,000 sq ft",November 08 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"5800 Fulton Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/39703,LEED NC 2.2
2080,10526533,LEED,Investor,Industrial Manufacturing,"503,440 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"22010 S Wilmington Ave, Carson, CA, USA",http://www.gbig.org/buildings/30795,LEED NC 2.2
2081,10525513,LEED,Non-profit,Public Assembly,"74,000 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"400 Jibboom Street, Sacramento, CA, USA",http://www.gbig.org/buildings/521650,LEED NC 2.2
2082,10525695,LEED,Local Government,Office,"60,000 sq ft",NA,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Southern California Edison Co.,"4373 E Vineyard Ave, Oxnard, CA, USA",http://www.gbig.org/buildings/37036,LEED NC 2.2
2083,10525755,LEED,Local Government,Laboratory,"10,500 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3590 Rubidoux Blvd, Riverside, CA, USA",http://www.gbig.org/buildings/35127,LEED NC 2.2
2084,10525814,LEED,Local Government,Office,"80,000 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Riverside Public Utilities Dept.,"4830 La Sierra Ave, Riverside, CA, USA",http://www.gbig.org/buildings/15654,LEED NC 2.2
2085,10525964,LEED,Investor,Multi-Family Residential,"187,720 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3595 Olive St, Lemon Grove, CA, USA",http://www.gbig.org/buildings/1390301,LEED NC 2.2
2086,10526015,LEED,Federal Government,Military Base,"84,262 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2087,10526063,LEED,Federal Government,Military Base,"116,316 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2088,10526094,LEED,Federal Government,Military Base,"219,791 sq ft",July 24 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2089,10526444,LEED,Investor,Industrial Manufacturing,"332,240 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"22010 S Wilmington Ave, Carson, CA, USA",http://www.gbig.org/buildings/30795,LEED NC 2.2
2090,10523768,LEED,Investor,Office,"100,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"12780 El Camino Real, San Diego, CA, USA",http://www.gbig.org/buildings/25673,LEED NC 2.2
2091,10524154,LEED,Non-profit,Office: Mixed Use,"35,000 sq ft",NA,"Salinas, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"318 Cayuga St #208, Salinas, CA, USA",http://www.gbig.org/buildings/1311515,LEED NC 2.2
2092,10524218,LEED,Investor,Multi-Family Residential,"163,700 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Fremont Blvd and Thornton Ave, Fremont, CA, USA",http://www.gbig.org/buildings/607038,LEED NC 2.2
2093,10524637,LEED,Federal Government,Military Base,"161,755 sq ft",January 31 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3455 Senn St, San Diego, CA, USA",http://www.gbig.org/buildings/1311519,LEED NC 2.2
2094,10524667,LEED,Federal Government,Military Base,"271,959 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3632 Tulagi Rd, Coronado, CA, USA",http://www.gbig.org/buildings/1297439,LEED NC 2.2
2095,10524783,LEED,Higher Education,Higher Ed,"112,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1140 W Mission Rd, San Marcos, CA, USA",http://www.gbig.org/buildings/24569,LEED NC 2.2
2096,10523985,LEED,Non-profit,Other,"4,000 sq ft",NA,"Salinas, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"8060 Carmel Valley Rd, Carmel, CA, USA",http://www.gbig.org/buildings/20572,LEED NC 2.2
2097,10524062,LEED,Local Government,Public Assembly,"77,160 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"39300 Trade Center Dr, Palmdale, CA, USA",http://www.gbig.org/buildings/13690,LEED NC 2.2
2098,10524075,LEED,State Government,Office,"42,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1651 South Central Avenue, Los Angeles, CA, USA",http://www.gbig.org/buildings/159707,LEED NC 2.2
2099,10523817,LEED,Investor,Office,"45,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"4755 Nexus Center Dr, San Diego, CA, USA",http://www.gbig.org/buildings/37772,LEED NC 2.2
2100,10523524,LEED,Corporate,Other,"27,000 sq ft",December 28 2011,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"17700 Indian St, Moreno Valley, CA, USA",http://www.gbig.org/buildings/6315,LEED NC 2.2
2101,10523582,LEED,State Government,Military Base,"7,000 sq ft",NA,"Salinas, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"New Mexico Blvd and Arizona Blvd, Camp Roberts, CA, USA",http://www.gbig.org/buildings/607019,LEED NC 2.2
2102,10523257,LEED,Federal Government,Public Order and Safety,"27,011 sq ft",July 24 2013,"Vallejo-Fairfield, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"712 1st St, Fairfield, CA, USA",http://www.gbig.org/buildings/1390295,LEED NC 2.2
2103,10523342,LEED,Federal Government,Military Base,"10,935 sq ft",November 07 2012,"Vallejo-Fairfield, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Dixon Ave and V Street, Fairfield, CA, USA",http://www.gbig.org/buildings/607009,LEED NC 2.2
2104,10521820,LEED,Local Government,Service,"67,940 sq ft",March 09 2016,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"3707 N Harbor Dr, San Diego, CA, USA",http://www.gbig.org/buildings/13265,LEED NC 2.2
2105,10521849,LEED,Investor,Office,"75,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"717 Battery St, San Francisco, CA, USA",http://www.gbig.org/buildings/19463,LEED NC 2.2
2106,10521948,LEED,Higher Education,Office,"42,941 sq ft",November 21 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"8355 Aero Dr, San Diego, CA, USA",http://www.gbig.org/buildings/43102,LEED NC 2.2
