,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL,rating_program_name
3994,1000020449,LEED,Investor,Retail,"1,500 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"612 Silver Lake Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/18119,LEED Retail CI 2009
3995,1000014838,LEED,Corporate,Retail,"21,434 sq ft",March 29 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3303 Hyland Ave, Costa Mesa, CA, USA",http://www.gbig.org/buildings/34437,LEED Retail CI 2009
3996,1000011397,LEED,Corporate,Retail,"18,700 sq ft",NA,"Fresno, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"50 W Bullard Ave, Fresno, CA, USA",http://www.gbig.org/buildings/38160,LEED Retail NC 2009
3997,1000018259,LEED,Investor,Retail,"1,000 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"28561 California 18, San Bernardino National Forest, Lake Arrowhead, CA, USA",http://www.gbig.org/buildings/573770,LEED Retail NC 2009
3998,1000019041,LEED,Corporate,Retail,"4,579 sq ft",October 31 2013,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"53 Headquarters Dr, San Jose, CA, USA",http://www.gbig.org/buildings/38927,LEED Retail NC 2009
3999,1000013253,LEED,Corporate,Office,"3,174 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"179 Culver Blvd, Playa Del Rey, CA, USA",http://www.gbig.org/buildings/1064179,LEED v4 BD+C NC
4000,1000008292,LEED,Corporate,Warehouse and Distribution,"400,000 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"27536 W Lugonia Ave, Redlands, CA, USA",http://www.gbig.org/buildings/1264645,LEED v4 BD+C NC
4001,10783001,LEED,NA,Retail,"4,000 sq ft",September 08 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"6300 East State University Drive CBA 443, Long Beach, CA, USA",http://www.gbig.org/buildings/1033759,LEED Retail CI 1.0 Pilot
4002,10783005,LEED,NA,Retail,"4,650 sq ft",September 08 2012,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"790 W Hamilton Ave, Campbell, CA, USA",http://www.gbig.org/buildings/20222,LEED Retail CI 1.0 Pilot
4003,10783007,LEED,NA,Retail,"3,740 sq ft",September 08 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"46801 Warm Springs Blvd, Fremont, CA, USA",http://www.gbig.org/buildings/37632,LEED Retail CI 1.0 Pilot
4004,10783008,LEED,NA,Retail,"4,760 sq ft",September 08 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1390 Woodside Rd, Redwood City, CA, USA",http://www.gbig.org/buildings/26390,LEED Retail CI 1.0 Pilot
4005,10783022,LEED,NA,Retail,"6,520 sq ft",September 08 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"13211 Jamboree Rd, Tustin, CA, USA",http://www.gbig.org/buildings/26033,LEED Retail CI 1.0 Pilot
4006,10798114,LEED,NA,Retail,"1,227 sq ft",July 03 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"800 N Alameda St, Los Angeles, CA, USA",http://www.gbig.org/buildings/75348,LEED Retail CI 1.0 Pilot
4007,10799250,LEED,NA,Retail,"1,548 sq ft",November 01 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"Pier 1 The Embarcadero, San Francisco, CA, USA",http://www.gbig.org/buildings/122049,LEED Retail CI 1.0 Pilot
4008,10799253,LEED,NA,Retail,"1,670 sq ft",November 01 2012,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"2021 Bronze Star Dr, Woodland, CA, USA",http://www.gbig.org/buildings/56374,LEED Retail CI 1.0 Pilot
4009,10799273,LEED,NA,Retail,"1,500 sq ft",November 01 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"11031 Firestone Blvd, Norwalk, CA, USA",http://www.gbig.org/buildings/47871,LEED Retail CI 1.0 Pilot
4010,10799275,LEED,NA,Retail,"2,205 sq ft",November 01 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"670 Palomar St, Chula Vista, CA, USA",http://www.gbig.org/buildings/72775,LEED Retail CI 1.0 Pilot
4011,10799277,LEED,NA,Retail,"1,739 sq ft",November 01 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"9760 Winter Gardens Boulevard, Lakeside, CA, USA",http://www.gbig.org/buildings/122051,LEED Retail CI 1.0 Pilot
4012,10799278,LEED,NA,Retail,"2,555 sq ft",November 01 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1552 Rosecrans St, San Diego, CA, USA",http://www.gbig.org/buildings/52830,LEED Retail CI 1.0 Pilot
4013,10832265,LEED,NA,Retail,"1,900 sq ft",December 10 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"35040 Newark Boulevard, Newark, CA, USA",http://www.gbig.org/buildings/85720,LEED Retail CI 1.0 Pilot
4014,10832273,LEED,NA,Retail,"1,700 sq ft",December 10 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3801 Martin Luther King Junior Boulevard, Lynwood, CA, USA",http://www.gbig.org/buildings/85723,LEED Retail CI 1.0 Pilot
4015,10832275,LEED,NA,Retail,"2,450 sq ft",December 10 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1702 North Bristol Street, Santa Ana, CA, USA",http://www.gbig.org/buildings/85724,LEED Retail CI 1.0 Pilot
4016,10832276,LEED,NA,Retail,"1,600 sq ft",December 10 2012,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"14880 Dale Evans Parkway, Apple Valley, CA, USA",http://www.gbig.org/buildings/85725,LEED Retail CI 1.0 Pilot
4017,10832278,LEED,NA,Retail,"1,865 sq ft",December 10 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"12452 Valley View Street, Fresh & Easy, Garden Grove, CA, USA",http://www.gbig.org/buildings/85727,LEED Retail CI 1.0 Pilot
4018,10832289,LEED,NA,Retail,"1,600 sq ft",December 10 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"905 Orpheus Avenue, Encinitas, CA, USA",http://www.gbig.org/buildings/85728,LEED Retail CI 1.0 Pilot
4019,10832290,LEED,NA,Retail,"1,795 sq ft",December 10 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"8626 Jamacha Boulevard, Spring Valley, CA, USA",http://www.gbig.org/buildings/85729,LEED Retail CI 1.0 Pilot
4020,10832336,LEED,NA,Retail,"1,840 sq ft",February 10 2014,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"12452 Valley View Street, Fresh & Easy, Garden Grove, CA, USA",http://www.gbig.org/buildings/85727,LEED Retail CI 1.0 Pilot
4021,10832337,LEED,NA,Retail,"1,850 sq ft",February 10 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"8626 Jamacha Boulevard, Spring Valley, CA, USA",http://www.gbig.org/buildings/85729,LEED Retail CI 1.0 Pilot
4022,10842096,LEED,NA,Retail,NA,April 26 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"6290 Hollywood Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/98669,LEED Retail CI 1.0 Pilot
4023,10842098,LEED,NA,Retail,NA,April 26 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"4904 North River Road, Oceanside, CA, USA",http://www.gbig.org/buildings/98670,LEED Retail CI 1.0 Pilot
4024,10842111,LEED,NA,Retail,NA,April 26 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"9157 De Soto Avenue, Woodland Hills, CA, USA",http://www.gbig.org/buildings/125365,LEED Retail CI 1.0 Pilot
4025,10842114,LEED,NA,Retail,NA,April 26 2013,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"11762 De Palma Road, The Shops at Sycamore Creek, Corona, CA, USA",http://www.gbig.org/buildings/98674,LEED Retail CI 1.0 Pilot
4026,10842145,LEED,NA,Retail,NA,May 29 2013,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"7000 Sunne Lane, Walnut Creek, CA, USA",http://www.gbig.org/buildings/125369,LEED Retail CI 1.0 Pilot
4027,10842166,LEED,NA,Retail,NA,April 23 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"16567 Von Karman Avenue, Irvine, CA, USA",http://www.gbig.org/buildings/98685,LEED Retail CI 1.0 Pilot
4028,10842167,LEED,NA,Retail,NA,April 23 2013,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"6021 Stanford Ranch Road, Rocklin, CA, USA",http://www.gbig.org/buildings/125371,LEED Retail CI 1.0 Pilot
4029,10842171,LEED,NA,Retail,NA,April 23 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1315 Main Street, Ramona, CA, USA",http://www.gbig.org/buildings/98688,LEED Retail CI 1.0 Pilot
4030,10842172,LEED,NA,Retail,NA,April 23 2013,"Napa, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"1006 1st Street, Napa, CA, USA",http://www.gbig.org/buildings/98689,LEED Retail CI 1.0 Pilot
4031,10842175,LEED,NA,Retail,NA,April 23 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"7622 Edinger Avenue, Huntington Beach, CA, USA",http://www.gbig.org/buildings/98690,LEED Retail CI 1.0 Pilot
4032,10844446,LEED,NA,Retail,"1,621 sq ft",August 09 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1055 Torrey Pines Road, La Jolla, CA, USA",http://www.gbig.org/buildings/98734,LEED Retail CI 1.0 Pilot
4033,10844551,LEED,NA,Retail,"1,570 sq ft",August 09 2013,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1051 Arnold Drive, Martinez, CA, USA",http://www.gbig.org/buildings/98740,LEED Retail CI 1.0 Pilot
4034,10845000,LEED,NA,Retail,"1,770 sq ft",May 03 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"10601 Valley Boulevard, El Monte, CA, USA",http://www.gbig.org/buildings/98762,LEED Retail CI 1.0 Pilot
4035,10845002,LEED,NA,Retail,"1,836 sq ft",May 03 2013,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"1151 Galleria Boulevard, Westfield Galleria at Roseville, Roseville, CA, USA",http://www.gbig.org/buildings/98764,LEED Retail CI 1.0 Pilot
4036,10846087,LEED,NA,Retail,"1,886 sq ft",May 28 2013,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"7029 El Camino Real, Atascadero, CA, USA",http://www.gbig.org/buildings/98772,LEED Retail CI 1.0 Pilot
4037,10790082,LEED,NA,Retail,"5,000 sq ft",July 11 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3110 N Sepulveda Blvd, Manhattan Beach, CA, USA",http://www.gbig.org/buildings/62178,LEED NC 2.2
4038,10790084,LEED,NA,Retail,"5,000 sq ft",July 11 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"12900 Ventura Blvd, Studio City, CA, USA",http://www.gbig.org/buildings/50245,LEED NC 2.2
4039,10335218,LEED,NA,Laboratory,NA,NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"570 Westwood Plaza, UCLA, Los Angeles, CA, USA",http://www.gbig.org/buildings/70428,LEED CI 2.0
4040,10832204,LEED,NA,Retail,"2,888 sq ft",February 21 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"4135 East Pacific Coast Highway, Torrance, CA, USA",http://www.gbig.org/buildings/123630,LEED CI 2.0
4041,10832231,LEED,NA,Retail,"2,925 sq ft",March 13 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"717 West Olympic Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/73851,LEED CI 2.0
4042,10830719,LEED,NA,Retail,"5,342 sq ft",February 21 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"925 West Arrow Highway, San Dimas Plaza, San Dimas, CA, USA",http://www.gbig.org/buildings/84387,LEED CI 2.0
4043,1000021397,LEED,NA,Retail,"76,916 sq ft",June 10 2013,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Alameda Power & Telecom,"2201 S Shore Center, Alameda, CA, USA",http://www.gbig.org/buildings/8613,LEED EB 2.0
4044,10761171,LEED,NA,Retail,"64,051 sq ft",February 01 2012,"El Centro, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #2,NCHS Urban-Rural Classification: Small metro,Imperial Irrigation District,"808 E Danenberg Dr, El Centro, CA, USA",http://www.gbig.org/buildings/20583,LEED Retail NC 1.0 Pilots
4045,10790089,LEED,NA,Retail,"5,000 sq ft",December 19 2012,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Southern California Edison Co.,"1700 East Gonzales Road, Oxnard, CA, USA",http://www.gbig.org/buildings/122045,LEED Retail NC 1.0 Pilots
4046,10790091,LEED,NA,Retail,"5,000 sq ft",December 19 2012,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"811 W Foothill Blvd, Upland Square Shopping Center, Upland, CA, USA",http://www.gbig.org/buildings/75734,LEED Retail NC 1.0 Pilots
4047,1000024871,LEED,NA,Office,"133,837 sq ft",December 10 2013,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1601 Willow Road, Menlo Park, CA, USA",http://www.gbig.org/buildings/92362,LEED CI 2009
4048,1000025292,LEED,NA,Office,"28,712 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1500 Owens St, San Francisco, CA, USA",http://www.gbig.org/buildings/52284,LEED CI 2009
4049,1000024236,LEED,NA,Office,"2,703 sq ft",February 03 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1717 4th Street, Santa Monica, CA, USA",http://www.gbig.org/buildings/112457,LEED CI 2009
4050,1000024224,LEED,NA,Office,"15,801 sq ft",April 11 2013,"Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #4,NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan),Pacific Gas and Electric Co.,"1200 West Harris Street, Eureka, CA, USA",http://www.gbig.org/buildings/112454,LEED CI 2009
4051,1000024298,LEED,NA,Health Care,"22,350 sq ft",October 10 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"400 Parnassus Avenue, San Francisco, CA, USA",http://www.gbig.org/buildings/112472,LEED CI 2009
4052,1000024429,LEED,NA,Office,"44,280 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"3990 Freedom Circle, Santa Clara, CA, USA",http://www.gbig.org/buildings/112498,LEED CI 2009
4053,1000024443,LEED,NA,Office,"3,831 sq ft",July 24 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"6255 West Sunset Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/82559,LEED CI 2009
