,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL
2494,10528305,LEED,Investor,Office: Mixed Use,"34,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1000 S Fremont Ave, Alhambra, CA, USA",http://www.gbig.org/buildings/871
2495,10528344,LEED,Investor,Office: Mixed Use,"34,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1000 S Fremont Ave, Alhambra, CA, USA",http://www.gbig.org/buildings/871
2496,10528389,LEED,Corporate,Retail,"51,444 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1000 S Fremont Ave, Alhambra, CA, USA",http://www.gbig.org/buildings/871
2497,10527734,LEED,Investor,Office,"145,153 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"1610 Arden Way, Sacramento, CA, USA",http://www.gbig.org/buildings/27801
2498,10527783,LEED,Investor,Office,"73,229 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"1601 Response Rd, Sacramento, CA, USA",http://www.gbig.org/buildings/5530
2499,10527819,LEED,Investor,Office,"119,432 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"1545 River Park Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/5217
2500,10526895,LEED,Investor,Office,"303,350 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2010 Main St, Irvine, CA, USA",http://www.gbig.org/buildings/7723
2501,10525637,LEED,Investor,Office: Mixed Use,"18,924 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"4557 Great America Pkwy, Santa Clara, CA, USA",http://www.gbig.org/buildings/15248
2502,10525661,LEED,Investor,Office: Mixed Use,"399,422 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1001 E Hillsdale Blvd, Foster City, CA, USA",http://www.gbig.org/buildings/929
2503,10525482,LEED,Investor,Office,"286,510 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"150 Spear St, San Francisco, CA, USA",http://www.gbig.org/buildings/4826
2504,10526513,LEED,Non-profit,Office,"6,000 sq ft",November 11 2010,"Salinas, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"10300 Merritt St, Castroville, CA, USA",http://www.gbig.org/buildings/1347
2505,10524022,LEED,K-12 Education,Higher Ed,"30,000 sq ft",NA,"Salinas, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"8060 Carmel Valley Rd, Carmel, CA, USA",http://www.gbig.org/buildings/20572
2506,10525257,LEED,Investor,Office,"121,138 sq ft",February 17 2011,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"500 12th St, Oakland, CA, USA",http://www.gbig.org/buildings/15978
2507,10524179,LEED,Investor,Office,"315,849 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"4555 Great America Pkwy, Santa Clara, CA, USA",http://www.gbig.org/buildings/37448
2508,10524203,LEED,Investor,Office,"305,110 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"4655 Great America Pkwy, Santa Clara, CA, USA",http://www.gbig.org/buildings/15378
2509,10523337,LEED,Investor,Office,"509,943 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"235 Montgomery St, San Francisco, CA, USA",http://www.gbig.org/buildings/31355
2510,10523349,LEED,Investor,Office,"584,663 sq ft",April 06 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"45 Fremont St, San Francisco, CA, USA",http://www.gbig.org/buildings/15082
2511,10523357,LEED,Investor,Office,"741,500 sq ft",April 15 2011,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"50 California St, San Francisco, CA, USA",http://www.gbig.org/buildings/38090
2512,10523362,LEED,Investor,Office,"283,135 sq ft",April 25 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"Mission Towers II, 3979 Freedom Circle, Santa Clara, CA, USA",http://www.gbig.org/buildings/789466
2513,10523377,LEED,Investor,Office,"630,762 sq ft",August 29 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1920 Main St, Irvine, CA, USA",http://www.gbig.org/buildings/29207
2514,10522959,LEED,Investor,Office: Mixed Use,"304,241 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"2860 Zanker Road, San Jose, CA, USA",http://www.gbig.org/buildings/102915
2515,10522978,LEED,Investor,Office: Mixed Use,"988,975 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1300 Island Drive, Redwood City, CA, USA",http://www.gbig.org/buildings/391837
2516,10523021,LEED,Investor,Office,"130,107 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1510 Fashion Island Blvd, San Mateo, CA, USA",http://www.gbig.org/buildings/5001
2517,10523166,LEED,Investor,Office,"203,962 sq ft",December 17 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1 MacArthur Pl, Santa Ana, CA, USA",http://www.gbig.org/buildings/115
2518,10523203,LEED,Investor,Office,"203,511 sq ft",February 16 2011,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2 MacArthur Pl, Santa Ana, CA, USA",http://www.gbig.org/buildings/7295
2519,10523215,LEED,Investor,Office,"179,342 sq ft",December 21 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"21301 Burbank Blvd, Woodland Hills, CA, USA",http://www.gbig.org/buildings/30481
2520,10522104,LEED,Investor,Office,"81,102 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"25152 Springfield Court, Valencia, CA, USA",http://www.gbig.org/buildings/115519
2521,10521919,LEED,Investor,Laboratory,"83,620 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6455 Christie Ave, Emeryville, CA, USA",http://www.gbig.org/buildings/40779
2522,10521936,LEED,Investor,Office,"121,603 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6475 Christie Ave, Emeryville, CA, USA",http://www.gbig.org/buildings/40792
2523,10521822,LEED,Investor,Office,"373,775 sq ft",May 15 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"750 The City Dr S, Orange, CA, USA",http://www.gbig.org/buildings/42114
2524,10521825,LEED,State Government,Office: Mixed Use,"2,372 sq ft",NA,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"4501 Cathedral Oaks Rd, Santa Barbara, CA, USA",http://www.gbig.org/buildings/1399698
2525,10521834,LEED,Investor,Office,"183,952 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"770 The City Dr S, Orange, CA, USA",http://www.gbig.org/buildings/20070
2526,10521838,LEED,Investor,Office,"534,499 sq ft",September 10 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"4900 Rivergrade Rd, Irwindale, CA, USA",http://www.gbig.org/buildings/15748
2527,10519015,LEED,Investor,Office,"284,000 sq ft",June 08 2010,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"7676 Hazard Center Dr, Hazard Center Shopping Center, San Diego, CA, USA",http://www.gbig.org/buildings/20036
2528,10521719,LEED,Investor,Office,"157,511 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2485 Natomas Park Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/9564
2529,10521793,LEED,Investor,Office,"122,527 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6425 Christie Ave, Emeryville, CA, USA",http://www.gbig.org/buildings/40745
2530,10521798,LEED,Investor,Office,"272,022 sq ft",December 02 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"343 Sansome St, San Francisco, CA, USA",http://www.gbig.org/buildings/34779
2531,10521629,LEED,Investor,Office,"128,500 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"9242 Lightwave Avenue, San Diego, CA, USA",http://www.gbig.org/buildings/115512
2532,10520680,LEED,Investor,Office,"99,798 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"7825 Fay Ave, La Jolla, CA, USA",http://www.gbig.org/buildings/42427
2533,10518829,LEED,Investor,Office,"58,304 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"640 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/18502
2534,10518843,LEED,Investor,Office,"69,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"680 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/41167
2535,10518893,LEED,Investor,Office,"125,500 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"2105 S Bascom Ave, Campbell, CA, USA",http://www.gbig.org/buildings/30339
2536,10518865,LEED,Investor,Office,"58,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"840 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/20956
2537,10518876,LEED,Investor,Office,"58,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"800 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/20425
2538,10519579,LEED,Investor,Office,"300,644 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"4747 Executive Dr, San Diego, CA, USA",http://www.gbig.org/buildings/15513
2539,10518998,LEED,Investor,Office,"159,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"5000 Hopyard Rd, Pleasanton, CA, USA",http://www.gbig.org/buildings/16130
2540,10518982,LEED,Investor,Office,"106,800 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"4900 Hopyard Rd, Pleasanton, CA, USA",http://www.gbig.org/buildings/37935
2541,10518750,LEED,Investor,Office,"123,063 sq ft",June 11 2012,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6701 Koll Center Pkwy, Pleasanton, CA, USA",http://www.gbig.org/buildings/18876
2542,10518758,LEED,Investor,Office,"76,379 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"600 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/17838
2543,10518775,LEED,Investor,Office,"34,862 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"400 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/13926
2544,10518788,LEED,Investor,Office,"52,159 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"430 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/14705
2545,10518795,LEED,Investor,Office,"52,364 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"490 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/15739
2546,10518810,LEED,Investor,Office,"58,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"460 W California Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/15296
2547,10517462,LEED,Federal Government,Military Base,"24,964 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"March Air Reserve Base Commissary, 15150 6th Street, Moreno Valley, CA, USA",http://www.gbig.org/buildings/1033228
2548,10517659,LEED,Investor,Office,"232,435 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"12265 El Camino Real, San Diego, CA, USA",http://www.gbig.org/buildings/142620
2549,10518703,LEED,Investor,Office,"122,527 sq ft",May 01 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6425 Christie Ave, Emeryville, CA, USA",http://www.gbig.org/buildings/40745
2550,10518709,LEED,Investor,Office,"83,620 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6455 Christie Ave, Emeryville, CA, USA",http://www.gbig.org/buildings/40779
2551,10518716,LEED,Investor,Office,"121,603 sq ft",May 01 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6475 Christie Ave, Emeryville, CA, USA",http://www.gbig.org/buildings/40792
2552,10518729,LEED,Investor,Office,"108,564 sq ft",July 21 2011,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6700 Koll Center Pkwy, Pleasanton, CA, USA",http://www.gbig.org/buildings/41080
2553,10518735,LEED,Investor,Office,"108,564 sq ft",August 16 2011,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6800 Koll Center Pkwy, Pleasanton, CA, USA",http://www.gbig.org/buildings/41171
2554,10518743,LEED,Investor,Office,"122,442 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6801 Koll Center Pkwy, Pleasanton, CA, USA",http://www.gbig.org/buildings/41179
2555,10516791,LEED,Investor,Office,"111,418 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"2998 Douglas Blvd, Roseville, CA, USA",http://www.gbig.org/buildings/33068
2556,10516797,LEED,Investor,Office,"111,117 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"2901 Douglas Blvd, Roseville, CA, USA",http://www.gbig.org/buildings/32905
2557,10516803,LEED,Investor,Office,"40,000 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"3700 Douglas Blvd, Roseville, CA, USA",http://www.gbig.org/buildings/13236
2558,10516824,LEED,Investor,Office,"185,128 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"3741 Douglas Blvd, Roseville, CA, USA",http://www.gbig.org/buildings/13322
2559,10516828,LEED,Investor,Office,"191,494 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Roseville Electric Dept.,"3009 Douglas Blvd, Roseville, CA, USA",http://www.gbig.org/buildings/33366
2560,10512836,LEED,Corporate,Laboratory,"376,141 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"5200 Illumina Way, San Diego, CA, USA",http://www.gbig.org/buildings/598476
2561,10511281,LEED,Investor,Office,1.282 Million sq ft,December 17 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"444 S Flower St, Los Angeles, CA, USA",http://www.gbig.org/buildings/14995
2562,10508280,LEED,Local Government,Office,"50,803 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"777 12th St, Sacramento, CA, USA",http://www.gbig.org/buildings/42359
2563,10509973,LEED,Investor,Office,"42,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Burbank Public Service Dept.,"4411 W Olive Ave, Burbank, CA, USA",http://www.gbig.org/buildings/37144
2564,10509989,LEED,Investor,Office,"927,421 sq ft",May 25 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Burbank Public Service Dept.,"2255 N Ontario St, Burbank, CA, USA",http://www.gbig.org/buildings/8894
2565,10509992,LEED,Investor,Office,"666,833 sq ft",October 21 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Burbank Public Service Dept.,"3400 W Olive Ave, Burbank, CA, USA",http://www.gbig.org/buildings/34709
2566,10510016,LEED,Investor,Office,"233,826 sq ft",January 21 2011,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pasadena Water & Power Dept.,"888 E Walnut St, Pasadena, CA, USA",http://www.gbig.org/buildings/21324
2567,10511193,LEED,Investor,Office,2.1 Million sq ft,September 08 2011,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"2049 Century Park E, Los Angeles, CA, USA",http://www.gbig.org/buildings/7910
2568,10513908,LEED,Investor,Office,"383,502 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"11355 W Olympic Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/24535
